-4	-3	-2	-1	0	1	2	3	4	V1	V2	V3	V4	V5	V6	V7	V8	V9
ENSGALG00000000004	0.602846467700656	0.561325000345736	0.502846395089396	0.572361635141062	0.463316220359497	0.354710080926449	0.351793954780203	0.362142937966077	0.73427701884814	0	0	0	0	0	0	0	0	0
ENSGALG00000000055	0.0187802626375602	-0.100189102626975	-0.114316442712278	-0.215204653489405	-0.0913833493968568	-0.181160533746912	-0.154018073938468	-0.195199108085295	-0.112944058829762	0	0	0	0	0	0	0	0	0
ENSGALG00000000140	-2.8797871977834	-2.90870951144021	-2.93574793835012	-3.05131049320536	-3.18215490442926	-3.18639905775187	-3.22898195453299	-3.25688928681711	-3.26247247843011	0	0	0	0	0	0	0	0	0
ENSGALG00000000171	-0.0984083595735008	-0.0817195891176867	-0.235172279069552	-0.213945546070653	-0.100795394774515	-0.408435590902834	-0.247776231446226	-0.370194352997915	-0.336482630531105	0	0	0	0	0	0	0	0	0
ENSGALG00000000187	-0.990296168396557	-0.731438226748504	-0.20976307638065	-1.06085181055429	-2.29711746177918	-1.70050050555088	-1.15047621486001	-2.3771182490749	0.734662452169654	0	0	0	0	0	0	0	0	0
ENSGALG00000000189	0.972306271407805	0.908749794111225	0.798457611352468	1.05410766369126	0.880237881254679	0.927617489940681	0.550982855557169	0.784609206479907	0.805888992882715	0	0	0	0	0	0	0	0	0
ENSGALG00000000208	0.471568691370081	0.363333051444038	0.159879074472633	0.303145820856493	0.072799726449559	0.516159145052646	0.216099565934636	0.0906015206218678	0.25528278439819	0	0	0	0	0	0	0	0	0
ENSGALG00000000215	0.869876535011333	0.897488965465146	0.502844054398446	0.902767504687985	0.736908824425436	0.785932301723376	0.738849463026297	0.645568442485351	0.818427326412053	0	0	0	0	0	0	0	0	0
ENSGALG00000000218	1.08763492044526	1.00697321133492	0.830477413719937	0.992482714657114	0.949284582629051	0.918549156140363	0.712199002771154	0.801187829618659	0.753189868629617	0	0	0	0	0	0	0	0	0
ENSGALG00000000220	0.603288462191668	0.502018523807686	0.201163239648588	0.72222283972253	0.560749236713127	0.663904969675926	0.576597528070986	0.762896432863938	0.515310803290523	0	0	0	0	0	0	0	0	0
ENSGALG00000000234	0.746918016321511	0.5491304994844	0.454636063117161	0.321536611485326	0.363048700496178	0.774788609946142	0.509679209459668	0.591482196572187	0.333405529979207	0	0	0	0	0	0	0	0	0
ENSGALG00000000241	0.802126013881853	1.15382340543744	0.595047691440669	0.970669874938472	0.933563560154946	0.912268443695798	0.535141023035935	0.667669123311375	0.891988639639339	0	0	0	0	0	0	0	0	0
ENSGALG00000000247	1.1725265304448	0.931648868109386	0.931685559508446	1.01150632179856	0.9612238045483	0.811903941230373	0.716434370637635	0.774444772318192	0.908629178473242	0	0	0	0	0	0	0	0	0
ENSGALG00000000253	0.165508655106639	0.376552931316553	0.148961220200515	0.202994757147102	0.257128973761932	0.247884252980525	0.129784511997681	0.345389811413564	0.39816670258285	0	0	0	0	0	0	0	0	0
ENSGALG00000000264	0.449920850883771	0.654825331020279	0.298547652984373	0.35345314592098	0.488900776547069	0.515776887991848	0.217504813953695	0.363998632007394	0.5250221055141	0	0	0	0	0	0	0	0	0
ENSGALG00000000273	0.400576272260517	0.501273854891727	0.409703581813485	0.714962313879459	0.624037855295018	0.528569668866233	0.655741505406663	0.484879478304503	0.54306034785222	0	0	0	0	0	0	0	0	0
ENSGALG00000000280	0.285726866958335	0.486824162360229	0.784372608854127	0.210151698307885	0.230861392647486	0.531880532902115	0.611263687977038	0.569104120553461	0.14727624942987	0	0	0	0	0	0	0	0	0
ENSGALG00000000379	-0.265408762660524	0.283145741086799	0.273021781300462	1.12035494508595	0.301815499667628	-0.194090169567499	-3.81906126143416e-05	0.375606940331064	1.13862604339643	0	0	0	0	0	0	0	0	0
ENSGALG00000000386	-6.35205386581888	-5.86924577992761	-6.36634155703237	-6.3037681135089	-6.22851658965291	-6.31298619671482	-6.34357685310768	-6.31717089504915	-6.52880609134956	0	0	0	0	0	0	0	0	0
ENSGALG00000000395	-5.08688655693817	-4.82944321580503	-5.06569331954955	-4.6538642163098	-4.69175048215887	-5.01569102923377	-5.2279885888969	-5.0874871030583	-4.90602654579255	0	0	0	0	0	0	0	0	0
ENSGALG00000000419	-0.108714378038854	-0.155347264694837	-0.0938302234146029	-0.359923381265317	-0.268136125176042	-0.149471439069104	-0.0840049410754684	-0.209006847238951	-0.393229529444715	0	0	0	0	0	0	0	0	0
ENSGALG00000000428	0.882353316607218	0.938174780425481	0.772274961669245	0.637877619886708	0.813784771882167	0.745588333919176	0.611126390103425	0.852467252927084	0.731621253196777	0	0	0	0	0	0	0	0	0
ENSGALG00000000600	-0.177469175102211	-0.192874786075449	-0.209932985321402	-0.660636376769101	-0.546827573607009	-0.290608064949891	0.0957257618952134	-0.126368052653229	-0.0351196768604165	0	0	0	0	0	0	0	0	0
ENSGALG00000000660	-0.0621954242232787	0.00515931025373639	-0.145544357310841	-0.0437488464715816	-0.109027159943411	-0.069343893451502	-0.111674107271925	-0.168486518865413	-0.239547649173529	0	0	0	0	0	0	0	0	0
ENSGALG00000000779	0.610703394979488	0.541304784456596	0.317778817666049	0.296259299905674	0.0179067820009925	-0.193050083069266	0.276520235189801	0.176120897718865	1.62961366026353	0	0	0	0	0	0	0	0	0
ENSGALG00000000919	0.0287738132279217	-0.0381389406326654	0.0297342754349162	0.0724356357318598	-0.265954347109727	0.37413243704823	0.0489644479040801	-0.0855909917613225	-2.23997058822804	0	0	0	0	0	0	0	0	0
ENSGALG00000001109	-0.131293363704534	0.0271356267140064	-0.635079459172267	-0.59684980783181	-0.711324366886369	0.0425286307281043	-0.630769574014951	-0.360550529708917	-0.275320393145343	0	0	0	0	0	0	0	0	0
ENSGALG00000001184	-0.277862388060621	-0.363782602266792	-0.598863053601769	-0.601512927391315	-0.493704995523012	-0.487375031645032	-0.00723583069578382	-0.332826575213797	-0.390082126107254	0	0	0	0	0	0	0	0	0
ENSGALG00000001538	-0.0897436214853009	-0.152296437186487	-0.0769343685038884	-0.130417683192585	-0.102880443941118	-0.151355984928431	-0.353134784907741	-0.1749074629804	-0.267187851495514	0	0	0	0	0	0	0	0	0
ENSGALG00000001668	0.809292492577946	0.691704427681391	0.62660647377827	0.685163194215392	0.463048465891814	0.556573086524397	0.531889295542194	0.561202478759189	0.714715574768824	0	0	0	0	0	0	0	0	0
ENSGALG00000001677	0.713128506760722	0.746996897756238	0.379149748808347	0.818268476553095	0.572961947850512	0.548802727311356	0.543116598191435	0.684173569709959	0.511945839080312	0	0	0	0	0	0	0	0	0
ENSGALG00000001705	1.8215632541321	0.0343944547946624	0.22251754226967	0.898945016833986	0.31898302867843	0.231188525042724	0.55340903162238	0.914254376921385	0.26520857964712	0	0	0	0	0	0	0	0	0
ENSGALG00000001732	0.322279061987332	0.718994836850216	0.395932616939765	0.55557908606074	0.419045486009058	0.632039738925961	0.374197250612062	0.415125314265393	0.554921410999511	0	0	0	0	0	0	0	0	0
ENSGALG00000001756	-5.70559205245034	-4.83284114522158	-6.07889658966343	-5.74132261971933	-6.3795367200884	-6.29739155329742	-6.44372038960389	-6.41716524124443	-5.63411924089684	0	0	0	0	0	0	0	0	0
ENSGALG00000001761	1.3059531184702	0.673208384808954	0.704893940117026	0.909554335427467	0.704460210964601	0.741581675331091	0.58808933252413	0.388061625464083	0.787438878580812	0	0	0	0	0	0	0	0	0
ENSGALG00000001763	0.510182401077741	0.638032024143986	0.588269638435654	0.593961974556624	0.561644669200458	0.746444363095422	0.67968035032622	0.737126783304376	0.589482832901809	0	0	0	0	0	0	0	0	0
ENSGALG00000001765	1.01388846462456	0.916878448978993	0.990623090561916	1.1528095771918	0.683591679374423	0.918596609975342	0.600700102271112	0.745477185816559	0.982988702958611	0	0	0	0	0	0	0	0	0
ENSGALG00000001766	1.03688106782949	0.48874736262256	0.78559255087604	0.2955967823816	0.23794929389893	0.688399898619625	0.623693462066659	0.680933118296003	0.236714448618161	0	0	0	0	0	0	0	0	0
ENSGALG00000001782	1.0392768870077	0.892580694580534	0.821026065391179	0.864032800053413	0.780580841510213	0.791036658897025	0.74479064658395	0.655133173429125	0.828581077412325	0	0	0	0	0	0	0	0	0
ENSGALG00000001801	1.04646966760446	0.646254450699914	0.876445533890437	1.06793768818212	0.726107186855904	0.763765920100371	0.853774983339321	0.773750773658044	0.516603890968274	0	0	0	0	0	0	0	0	0
ENSGALG00000001808	0.729336827978612	0.437955422591974	0.122961483608666	0.214380383341011	0.460845469496455	0.853518591155119	0.531592945650262	0.69699790036733	0.580831541712468	0	0	0	0	0	0	0	0	0
ENSGALG00000001833	-0.00388731136410136	-0.243101298486378	-0.0228480202156662	-0.170715049004789	-0.236495674263422	-0.266034874315311	-0.267676326693287	-0.154997773964757	-0.142225529478406	0	0	0	0	0	0	0	0	0
ENSGALG00000001843	0.699055661055949	0.645971621818417	0.40893110727982	0.54344999416031	0.551099698453754	0.801770502388547	0.703136740008115	0.870221724726023	0.750757733386087	0	0	0	0	0	0	0	0	0
ENSGALG00000001849	0.0289697288953334	0.241482597944135	0.565207064383539	0.0681049632229209	0.245523631703573	0.370688574051728	0.390235496136418	0.815950835388655	-0.0931470052678538	0	0	0	0	0	0	0	0	0
ENSGALG00000001851	0.908836624896759	0.824488010327399	0.719464797162518	0.496735590986138	0.392352668870798	0.395111456714746	0.449242132606098	0.323062735602311	0.417904975401834	0	0	0	0	0	0	0	0	0
ENSGALG00000001864	0.694712446978745	0.823968793084122	0.655363015898491	0.828762106690911	0.89661040555248	0.76090324453268	0.647894659431784	0.641650250934855	0.846706094239215	0	0	0	0	0	0	0	0	0
ENSGALG00000001867	0.832960285302343	0.144619910842316	0.31308802254056	0.321203712574857	0.186965028392331	0.38447034297092	0.318928078542625	0.455950709828502	-0.174896142664836	0	0	0	0	0	0	0	0	0
ENSGALG00000001932	0.229717326435948	-0.253721322335116	0.487947646860165	0.299336213780916	0.332122305391979	0.565506714416669	0.582718796865106	0.808559362815945	-0.103814863366619	0	0	0	0	0	0	0	0	0
ENSGALG00000001944	0.599992267584026	0.688384701030895	0.469834733493909	0.587473498926502	0.650892791982564	0.755122172885575	0.74504358127011	0.0415220854685403	0.766492288158399	0	0	0	0	0	0	0	0	0
ENSGALG00000001947	1.07307234807914	0.818287827913188	0.731407650640263	0.946623063111648	0.695286048008704	0.965585284616679	0.75333355643712	0.787702738631068	0.805056752397039	0	0	0	0	0	0	0	0	0
ENSGALG00000001954	0.931148175992805	0.848310891240327	0.754551024411452	0.895581447722558	0.79162660203706	0.989991384215741	0.991365978679882	0.973193297836374	0.897210075644516	0	0	0	0	0	0	0	0	0
ENSGALG00000001972	0.265978294303324	0.0870847230818157	0.050547527622868	0.048251941242496	0.00936066190961871	0.319626311704012	0.208650434020943	0.376296444574843	0.280517277831549	0	0	0	0	0	0	0	0	0
ENSGALG00000001986	0.746878857337549	0.747086601765174	0.953596007314984	0.699996859547781	0.683097512451727	0.792563168276125	0.72490236421141	0.79785759137722	0.833878714378728	0	0	0	0	0	0	0	0	0
ENSGALG00000002009	1.23465292443037	0.677530326037392	0.637753121492884	0.769276666028972	0.509528227720446	0.596594082611636	0.625600602033087	0.783031054030406	0.950479430052221	0	0	0	0	0	0	0	0	0
ENSGALG00000002014	0.282039468646134	0.313699558482256	0.0193306922900423	0.182749026009073	0.368706465818356	0.362285901199859	0.358279498325365	0.471474974929564	0.667365103417182	0	0	0	0	0	0	0	0	0
ENSGALG00000002022	0.551861094433984	0.449886131887223	0.580717140941403	0.477899167129841	0.158429226306759	0.646795607583877	0.321825315929184	0.158388150646448	0.600793222319634	0	0	0	0	0	0	0	0	0
ENSGALG00000002023	0.655468854564651	0.570283147578303	0.521583555453388	0.433508980289663	0.345177294541275	0.35970922900229	0.453607159378834	0.533129856791376	0.446348119425795	0	0	0	0	0	0	0	0	0
ENSGALG00000002064	0.491629532593832	0.309478054783423	0.294792510181293	0.173572541131344	0.236279580181367	0.331718916324372	0.325786801225975	0.382255127580737	0.361953123327086	0	0	0	0	0	0	0	0	0
ENSGALG00000002087	0.543551704401185	0.27919765888737	0.143236389386006	0.395457426019038	0.322499881881539	0.267166069811342	0.0825734297322658	0.151027080489946	0.356149442972535	0	0	0	0	0	0	0	0	0
ENSGALG00000002110	0.767734502952813	0.593882431723243	0.639010903862607	1.02764765056542	0.851623499888327	0.895994403359325	0.674510179036952	0.34080416221887	0.603868393331375	0	0	0	0	0	0	0	0	0
ENSGALG00000002125	1.28385890426674	0.736011922400854	0.515762838069218	0.376846249794576	0.636487302122511	0.675736958520677	0.807273779172766	0.201847458581428	0.636040418755393	0	0	0	0	0	0	0	0	0
ENSGALG00000002142	0.206901280452026	0.278160905378849	0.336613855106353	0.654425284219282	0.513052420646654	0.689966034089924	0.679740427677472	0.121634627081646	0.298481777348407	0	0	0	0	0	0	0	0	0
ENSGALG00000002187	0.783657639806313	0.804615265252817	0.898000071732266	0.839259963170379	0.78823260342944	0.778050403334451	0.814894457538772	0.614619152411725	0.742494482940629	0	0	0	0	0	0	0	0	0
ENSGALG00000002227	0.811182690701672	0.602224826213576	0.428314669980635	0.91528191522448	0.638039274186951	0.763791595064345	0.558582876029975	0.531787853003996	0.515725480994053	0	0	0	0	0	0	0	0	0
